audio_id,genre
suno_dee74f21-dbda-4197-a516-54e3bd3178ec_1,country
suno_bb675f96-5e2c-406a-815d-92a88718d1bd_1,electronic
suno_e199bfab-e9ef-45c6-b398-5923230c958e_2,electronic
suno_91b3af60-f18d-4c14-b5ed-237e5bbdd227_1,blues
suno_df96860d-c584-4a9e-aa8f-0363485c8795_2,rock
suno_2fadbc8d-88a0-45ca-bab3-7608f1cc1727_1,country
suno_7db1523d-bbed-406a-9feb-4eb926b79756_1,blues
suno_7e7077e3-cc3e-4cb9-a894-f2a3baee513a_2,rock
suno_33bb2cf6-1f6b-4769-b89e-173025965ba2_2,rock
suno_565a146c-84ac-4491-b576-57a32a6b5918_2,blues
suno_2eb4c673-4a70-4fbc-a81b-358a8df53d34_2,blues
suno_b72c9b64-c053-4244-bc92-1411746ee86b_2,rock
suno_4dd35fbf-d44a-4ae0-951b-29e19d05d03c_2,classical
suno_12f2ca6a-a02e-4477-929c-92e4908e9b2f_2,rock
suno_380ccf0b-2ca7-4883-b054-cf1965eca071_2,country
suno_c1dac4aa-de47-42fa-a803-4c89623198f4_2,country
suno_b9f3e5bd-cbe6-4b52-92e3-939c1a64f483_2,electronic
suno_84c797c5-ce50-4a7b-91e8-af0a2162dcec_2,blues
suno_1960c6a6-6ad4-4f2a-8c6a-8af2d91286c7_1,hiphop
suno_3c52b7c5-a50a-4284-902c-5e78785b14fb_1,pop
suno_47e694a2-a5b2-485f-82fa-64988fbed816_2,rock
suno_001bf932-68b6-47fe-8454-ae0ab991b459_1,hiphop
suno_88ab4e81-d842-4985-8df8-8f75e0d89931_1,rock
suno_6417cd13-74a3-4a92-883c-360dde69b834_2,pop
suno_54ebbd18-dda5-4d6d-822b-990c9de9ffc8_1,rock
suno_7e3a06f9-7732-4fb1-b5ab-ae9c44b52866_1,electronic
suno_a126ab01-401e-4cb9-8d3f-5b034f1acccb_2,electronic
suno_c97958b7-f909-43e3-b377-095bec1a7cff_2,hiphop
suno_ef4e89b6-bbd8-420d-b3c6-4111a34f1499_1,jazz
suno_49524497-d544-41a7-91ab-f1a7c139f7ec_1,jazz
suno_472dde95-1bf8-4a25-a219-4e12c673b83d_1,rock
suno_84c76fc6-7d53-4bbb-9b21-609974191841_2,electronic
suno_dcfbefcf-b2b9-4cd7-a4e2-ffe599e84c10_1,jazz
suno_64f2c769-dfeb-4acc-b36b-81046561e8e6_1,country
suno_37e74e10-0b15-489a-a9ef-47fc5366264d_1,jazz
suno_68e5d14b-b86d-4f71-be98-d0c9e2470227_2,classical
suno_1ec12402-9f40-492f-9eed-117b2fffa651_1,hiphop
suno_1fbe9dae-da6e-4284-8915-7f731948d50a_1,pop
suno_ca66ee72-d479-47b4-af3d-9bbd852bf905_2,electronic
suno_4f5926d2-8ad5-42f2-984d-7b45284681ed_2,blues
suno_f69319a8-4ec9-430e-b9f0-94800dcb1eed_2,jazz
suno_be6c5f39-ebf9-4836-8c53-b88565791d74_1,pop
suno_cfcf5264-6390-4a7b-9a42-87040d98f7d8_2,jazz
suno_7492f740-1153-4d31-9344-dbf130f8f2b4_1,blues
suno_157f0298-918c-4409-a6b6-dd4d40280f04_2,blues
suno_70bb94fb-28e3-4edc-8627-c55ecbe2efef_1,blues
suno_9533be16-8578-4a33-8ea1-b4cd7c8857ae_2,hiphop
suno_e00ec832-ecef-42f1-a078-eab83756100a_1,rock
suno_d84c4bae-883a-4002-8e44-990fd0346032_1,pop
suno_4996b9cd-e243-4cbc-81f5-9ac6e968c372_2,blues
suno_5bd0d2c1-38ca-4ef4-bf85-6661f57af403_1,pop
suno_6bac0c3d-598d-4676-a4f1-4dea66c327fb_2,classical
suno_e7691956-2f25-4e7b-aa30-60382bd20586_2,pop
suno_55c87ca5-344f-45c0-be61-e1cdae1b31e3_2,classical
suno_3aa25cb9-161b-40b9-996a-0d0320fdae48_2,rock
suno_f753d46c-6ca5-48b1-ade5-5d22b6682a80_1,rock
suno_e8f35dc2-4085-4666-9eae-ce0ebd601d7d_2,hiphop
suno_d36f9ec5-6e34-4ee0-ac84-df1a405b39d6_2,jazz
suno_1eabc4e5-ff99-46aa-964e-d5c27e652e89_1,pop
suno_770bb1db-089e-4bac-b809-edba2a1ae79a_1,blues
suno_56c9d2cf-2836-47b2-9fcf-80b436ec094c_1,jazz
suno_ae0ad733-e16a-426a-af25-44ec7d17152b_1,jazz
suno_2d839162-9585-4e06-bc26-0b48b998bca2_2,electronic
suno_00bafd59-efe7-4f7b-8089-e701eae74e44_1,jazz
suno_a019b57a-14d7-4917-aed6-220836b140ab_1,classical
suno_87df6960-7da3-4a50-b4be-e8fc306c1682_1,hiphop
suno_15083fc2-9098-4d37-a14f-f427fafdbbd8_1,electronic
suno_7cf3f309-b2fe-4ecd-aa20-9fdd2eb84b91_1,classical
suno_7ff77716-5e9d-4b7b-a0f3-e212a650e977_2,hiphop
suno_e1e0dcf5-2a65-4c3b-a03e-4141460e0835_1,classical
suno_9f9cba18-37cb-4dd3-910c-0fc6e23b249f_2,hiphop
suno_2b2144ac-8af6-40a8-871e-b64a11debbc9_1,electronic
suno_948c14a3-b54f-43d1-98df-ea580ed8ab87_1,jazz
suno_d235772c-6761-4010-ae01-235271acf6e9_2,classical
suno_16f48ca9-d67d-408f-a6c7-0817b45f1f23_2,country
suno_f916c31e-2c8e-4c22-bf1e-19454d4280ec_1,blues
suno_cafaba4a-51d7-4fbb-a308-e7b8c62b1a92_1,blues
suno_9d64274e-b10d-47ab-8129-b86cc1b958bb_2,electronic
suno_fa29dd94-a02b-48d4-8c34-21cd95739d8f_1,electronic
suno_20f199a1-9de8-498d-909d-bd441020d52d_2,classical
suno_ac672601-053c-40ed-9fb8-d2dc2b7f097c_1,country
suno_e772af52-3540-4ff5-8ec8-64bff91065b2_1,blues
suno_01288d4b-d172-4008-b0c4-c59694d94498_1,pop
suno_cc5e7b54-32b3-45be-bc74-8da7b56ea908_1,blues
suno_3dcc06bc-1667-43a8-914c-96d1dee07cbc_1,pop
suno_77995982-b905-47e1-8c40-d1f22d7bab6c_1,hiphop
suno_b894ec92-2e22-40b4-9155-10101dbbb109_2,classical
suno_7e31d1a0-1ca1-4ec5-999e-c09de8695799_1,pop
suno_51d4c21f-8e8b-4675-abc7-b0dd24b532ff_1,electronic
suno_a4d5e36e-0f52-4b40-a642-a2eed6da966b_1,electronic
suno_f7aba2e3-4a4e-4979-b30e-a39ca9458d93_2,pop
suno_da5d5d70-03a0-4f2c-bada-8a02b276332d_1,blues
suno_81d46ae5-012e-4031-87b0-880192de8514_1,country
suno_357c83c4-9ec1-4b63-a642-2069c8603e03_2,hiphop
suno_3325ffad-dad1-4d1b-ab31-f3285e17ae82_2,pop
suno_bf479e1d-a745-41a1-ad1d-1efe4650e6d0_2,country
suno_a004fd31-2e15-4530-a3b1-e5b739336a6c_2,pop
suno_83aeb9ed-8afb-479e-93e3-4b5188d79786_1,jazz
suno_4bc6c499-0a98-48da-a6bf-2d2b3dbf64d0_2,electronic
suno_0d8d3aac-0ce3-42e4-85da-cf22634458bf_1,jazz
suno_17d7a9c6-0f58-4eb6-b890-40a098051d87_1,electronic
suno_851eb942-79b7-4a19-8f33-de03ea8d6408_2,electronic
suno_bdb978ab-ffb6-49d4-88ee-2ec6226b729f_1,electronic
suno_c2a590aa-e47b-4b02-9a46-1987410b90e5_2,hiphop
suno_e7cc9496-a75d-4669-b146-3db050633a5a_1,jazz
suno_0403ff94-f334-4298-8ee8-0b908f00d98b_1,hiphop
suno_f4814a09-be01-4d02-8a75-91ca46dccd77_1,classical
suno_2f2c67f7-b28a-456d-b357-9cf02ba995ec_1,country
suno_225b8cee-3f8f-4f92-ad4d-f209ba0fc410_1,country
suno_f2396232-811a-42e8-9901-595b9555c0a6_1,jazz
suno_251518a4-0868-40d6-a662-81a8bfe15535_2,rock
suno_e2f4348c-e720-4a89-ba8b-e5a077882893_1,classical
suno_4d3282cf-5035-4780-8338-4c0aeb4eb01c_1,pop
suno_641824e0-64b2-40f4-8929-23587e35acfb_2,country
suno_fbd46dd0-55db-451d-8d0a-f0314b6f7c59_2,classical
suno_80d00050-000d-4c15-9820-9afb151fc9de_1,electronic
suno_7e36e220-ad6a-4c0b-b848-bf628149942e_1,country
suno_372d7ec0-b761-48ca-9894-9f0e47c068a9_1,rock
suno_d74e9ad5-2713-4d23-bfa9-2d8f9a8bebb2_2,jazz
suno_3fafd585-5745-4251-845b-0a062f2897a2_1,classical
suno_6c9620e4-e095-4183-a3db-54f23f2212cc_2,pop
suno_f1a6505a-c7fb-4e49-a784-6dd7db590dba_1,electronic
suno_9cec02ce-0a33-4cbd-b83f-880f8be81c0f_1,rock
suno_e15fede0-9a2d-4fdc-975b-5dafd35a46cd_2,electronic
suno_cfcf5264-6390-4a7b-9a42-87040d98f7d8_1,jazz
suno_96885666-b0eb-425f-b0b3-422a7e2d55d5_1,blues
suno_4317853b-c56e-45df-864a-cc9670a59d38_2,rock
suno_55ca4ea2-2501-4211-9e39-d75bfcc82940_2,classical
suno_fa35ce46-925b-4662-a95b-0115894c37f1_2,electronic
suno_e8443289-55d2-4551-b512-4f28d97912b7_2,country
suno_44792b4c-65a4-4524-bfcb-62ac77d0c355_1,rock
suno_485d855b-674f-4101-8094-5b3a1345a700_2,rock
suno_3557dd75-1407-4dff-a96b-9555f394c0c4_2,pop
suno_3dd4aaa1-5465-4031-9a70-a5f2c3cd4977_1,blues
suno_de27501c-7cd8-403c-8e1b-7c2a3618830f_1,electronic
suno_82d8e147-ef68-4299-bd8d-c4cfe6e9dae3_2,rock
suno_fdd32246-f7c1-430b-98cb-759f5ce35488_1,jazz
suno_3717dbe9-ddcd-4b69-b91a-94ece730fb0a_2,jazz
suno_92722142-a522-45ff-b4c5-55ba99ff9110_2,electronic
suno_c3010176-c748-4650-9ae0-461fff810d47_2,hiphop
suno_5d4faef7-e8ee-4a95-a526-8e84aeb13e86_1,rock
suno_353ce24c-c188-48fc-aa33-45cdc9116ffe_2,blues
suno_50a6020a-92c4-4292-a0ef-2fa72dbeaf37_2,hiphop
suno_0d1bf15d-58b0-48ca-9c58-739a8dbd8559_1,hiphop
suno_74efc95c-5316-443c-8db7-c8246f2c1f13_2,jazz
suno_a4d5e36e-0f52-4b40-a642-a2eed6da966b_2,electronic
suno_00bad091-54a0-42a8-85f9-56559282f03e_2,hiphop
suno_12392e0c-3942-4a60-acf2-371c55a5890c_2,blues
suno_67dfe9a0-0c39-4451-9f10-f02bbd1dc154_2,electronic
suno_1eb6f217-cebd-491d-a332-c889eaa2c3f6_1,pop
suno_9e51371c-4588-4152-aa08-d4b533e351fb_2,hiphop
suno_256cb67a-f60b-42d2-9006-4a42e156ca66_2,rock
suno_836c462b-f875-4552-8d6a-fe5ef4883c32_2,pop
suno_b9370262-4f06-48e1-b32f-b298070b0ae3_2,pop
suno_3031a4e4-1d9a-4d52-922e-ed231b663443_1,pop
suno_662e6262-c05f-46e6-bb07-6f62c2781a42_1,rock
suno_ed44cd60-27e6-4a3c-a165-1bd3915cca28_2,rock
suno_3254da7e-53d1-4d25-9b74-eb737d76f0fb_1,hiphop
suno_b4b46938-5342-4630-bb81-ca6b5f1edc1e_1,pop
suno_4284115e-e7a7-4ec3-a245-c45407b2397f_2,hiphop
suno_7d461a5a-a786-427e-b487-c9a783c967ca_2,classical
suno_1158553b-d8ba-40f7-8a36-cce0408481ef_2,classical
suno_3b4f9a16-466a-4cf6-b67d-8bb5e743f17f_1,electronic
suno_3024bcc4-a4e1-4e3a-9653-d894f0b6bf56_2,hiphop
suno_051ac430-c060-4dc1-9eb8-61c73329f6f5_2,country
suno_21bdd816-1ec0-4388-b890-306205733dd2_2,classical
suno_21c849fa-cd15-4fa7-a4d2-636ce45e553e_1,jazz
suno_9292fa12-c3a1-4ad9-98f9-f5f71b9c38f5_2,electronic
suno_e07769cb-f6f8-421a-bccf-8ef9f2af5c29_1,country
suno_31712a9b-993b-4fa8-ae1d-e34c8cff06e7_1,rock
suno_b7246a9e-a7c8-4afe-8cbb-ddce17bca941_2,jazz
suno_c0bdaf1f-d006-4055-8e89-82f46d976cd4_2,rock
suno_b8e4e5e3-769e-4057-9be7-f60051bab6ac_2,hiphop
suno_f7d6a22b-c7c8-4de8-b2d1-67affc417a6d_2,jazz
suno_1df0bdf9-b16c-4972-8573-ad8dfc06c95e_1,pop
suno_1e17d2c9-9a04-44f3-befd-a7ba128f4f86_1,rock
suno_bd12e1ec-5333-4cce-ab45-154652c01d8d_1,classical
suno_86b164fe-68c0-4fd6-b18c-31088f14367a_1,pop
suno_904d930a-b1d3-4fbd-9f33-34583f55ac30_1,jazz
suno_0bf483e6-29ee-4f5c-bc3c-a53bce9b8113_1,electronic
suno_93eaed63-ed4c-4837-a878-7c94b6669846_1,blues
suno_2a7b3ea4-a343-4a6f-b1f2-93b498a563f5_1,blues
suno_975c9792-40a7-427e-b237-aa3c1c3c5402_2,pop
suno_24f7891f-7b51-4d71-9235-2fe10642094b_2,jazz
suno_3f098d9c-f702-43a4-8608-bfce127f7874_2,hiphop
suno_0f6b37e7-18ed-4cc1-90a3-47bb69921c7f_2,hiphop
suno_7df6a5ed-9546-4cbc-90df-a120dbd86d8b_1,country
suno_b142ad8d-d3c8-4e23-8f94-42d561fc6247_2,rock
suno_302766b6-d16e-4945-ae44-b98c9525a3fe_2,jazz
suno_58991407-5827-4179-9439-9e3751e26f81_2,blues
suno_2b915777-2224-42bc-92ab-cb593b7fe60e_2,jazz
suno_31dd80af-b080-473a-8fef-9f90ff1ce166_1,hiphop
suno_4a094079-738a-4144-abbf-addfef4c038b_1,blues
suno_948c14a3-b54f-43d1-98df-ea580ed8ab87_2,jazz
suno_4b88fa42-25e8-478d-8b48-f8be5d1f4cea_1,hiphop
suno_38df134e-d63c-42d9-bd32-07d90dc28f96_1,hiphop
suno_6cf514af-ea34-4e85-a5e6-f64b46dff235_2,rock
suno_5ac1b273-a57f-4afc-8f8f-47ce5f99f97e_2,pop
suno_2054a9f9-a5e9-49c5-91bd-00a4a27c35f8_2,jazz
suno_39ce995f-02b8-44fd-8298-8b4631c2f854_2,electronic
suno_c85fc2cf-b32b-4c21-b2bf-e0859d14e4af_1,hiphop
suno_876f001d-70bc-4b85-8c38-b8d8ba4c5e9d_1,rock
suno_0bf483e6-29ee-4f5c-bc3c-a53bce9b8113_2,electronic
suno_3e421c94-50a6-4689-a9d9-55d4048985ec_2,blues
suno_22992ec0-04fc-41b6-9196-38bc29ca37bd_1,blues
suno_b87e350c-2308-48e0-b1fb-0f7318cfef15_1,rock
suno_3f19bde4-2b86-44ea-965a-d843673f79e0_1,pop
suno_b90dcabf-9660-44d5-bb4e-1b4433b1998c_2,blues
suno_c08cc5e4-9e1a-44f0-a220-9999c2343d45_2,hiphop
suno_88ab4e81-d842-4985-8df8-8f75e0d89931_2,rock
suno_1ebf327c-27fb-4222-806c-327aaff02c8b_2,hiphop
suno_30bb8b5a-8e29-4f45-9e0c-d885b601dc8c_1,jazz
suno_54eca254-66dd-4d84-99a1-4bd7bf291d36_2,classical
suno_e89d8aeb-6204-493e-a0a5-733c860e3137_2,jazz
suno_d0698176-4618-41f4-9bbf-6f704a2227aa_2,pop
suno_03b93e7e-b962-428e-8780-f5abf55f28ed_1,country
suno_9d233c6b-ec47-4fe3-9971-d240c0b8b970_2,pop
suno_23c3cd2c-ec8d-420c-ae6e-454c4afeb81f_2,electronic
suno_af7dc7ad-f3c5-440d-9ea7-f1d3485ee729_2,jazz
suno_bef0afc0-0a9c-43db-bd56-18c0eec1b351_1,country
suno_e07769cb-f6f8-421a-bccf-8ef9f2af5c29_2,country
suno_12ab5f45-aaba-448d-b739-9d8dab1e087a_1,jazz
suno_707941ad-70ab-426d-885a-6b1d4ae9860c_1,rock
suno_11b648b1-86d1-4d70-992d-5274ea359e40_2,jazz
suno_64e8b219-b7cd-4c76-ac0a-896fbe841693_2,hiphop
suno_9f9cba18-37cb-4dd3-910c-0fc6e23b249f_1,hiphop
suno_f6070125-d65d-455a-b49f-bbeba3732663_2,jazz
suno_8198032c-4c96-4386-929f-3b0513448aa0_1,pop
suno_a004fd31-2e15-4530-a3b1-e5b739336a6c_1,pop
suno_3df80044-aeea-4754-852d-25094a68f49f_2,pop
suno_0c3be6e6-7563-4bb2-ac18-9cf5a117c83b_1,country
suno_a188cf30-4da2-4d75-a5ab-c0676131a909_2,electronic
suno_541add21-8a86-4f63-b79a-b0702b0f4cfb_1,pop
suno_b78ec5b7-b792-40e0-ab61-d47dfbbcee01_1,classical
suno_8b9289db-f931-4dd9-b0f6-02bd78dfcdfd_2,country
suno_47575d99-7db5-49d6-8c16-295614b0474b_2,pop
suno_aa15aa67-55d6-4408-bccc-be5f1230bd0d_1,classical
suno_7c7a46c7-1eda-4786-8ddd-bdd5f0a2dac7_1,blues
