job_uid,genre,subgenre,prompt,tags,mv,status,ttapi_job_id,music_id_1,music_id_2,audio_url_1,audio_url_2,audio_path_1,audio_path_2,pair_group,submitted_at,completed_at,error
e3afb438-9331-45e1-9f19-db34c13fd3ac,jazz,bebop,"bebop jazz, melancholic atmosphere, featuring saxophone and piano trio","jazz, saxophone, piano",chirp-v4-5+,done,2b0af225-05f0-42e6-9653-43f238ec9182,7a1ecc39-1f14-4b3b-8e30-1765fcbe6ad5,7978356f-a343-402f-af6a-c8bb6158ed39,https://cdn.ttapi.io/suno/20260525/62a2359a248a469799b05d2ab26b667b.mp3,https://cdn.ttapi.io/suno/20260525/23fa65a8ac294be3bc220c121e9c4dd0.mp3,audio/jazz/e3afb438-9331-45e1-9f19-db34c13fd3ac_1.mp3,audio/jazz/e3afb438-9331-45e1-9f19-db34c13fd3ac_2.mp3,jazz,2026-05-25T19:31:43.043895+00:00,2026-05-25T19:33:07.026982+00:00,
5e2f63d0-1932-424a-a50d-84145f28a88b,jazz,cool jazz,"cool jazz, melancholic atmosphere, featuring saxophone and piano trio","jazz, trumpet, swing",chirp-v4-5+,done,374cb148-c953-4551-b52e-56eebb604266,30429ac9-1c51-4008-b18f-e20dbe0069ab,6db9e89d-4d4c-42e0-ad00-43e52d48d30a,https://cdn.ttapi.io/suno/20260525/d063c704074147a5bbddf9fa97132d98.mp3,https://cdn.ttapi.io/suno/20260525/498ada71c35c412689381f6f89162362.mp3,audio/jazz/5e2f63d0-1932-424a-a50d-84145f28a88b_1.mp3,audio/jazz/5e2f63d0-1932-424a-a50d-84145f28a88b_2.mp3,jazz,2026-05-25T19:31:44.335821+00:00,2026-05-25T19:33:15.527519+00:00,
d0bcec45-55ab-4a3b-8467-9fb34e30b47a,jazz,fusion,"fusion jazz, melancholic atmosphere, featuring saxophone and piano trio","jazz, bass, drums",chirp-v4-5+,done,5ac89dfd-464c-4dd4-b9a0-289df9073ff1,805e7d6e-1094-48cb-8d00-8b6ef71388ce,8e685b92-36e6-43bc-9ba3-c62f4631e933,https://cdn.ttapi.io/suno/20260525/d83b4e6bd24b465b9b09a1007e301d53.mp3,https://cdn.ttapi.io/suno/20260525/71eef4ed0e8242a7a20cece3628fae85.mp3,audio/jazz/d0bcec45-55ab-4a3b-8467-9fb34e30b47a_1.mp3,audio/jazz/d0bcec45-55ab-4a3b-8467-9fb34e30b47a_2.mp3,jazz,2026-05-25T19:31:45.617334+00:00,2026-05-25T19:33:15.681609+00:00,
74b663b4-b3cb-4a0f-82a9-c37a723df7c1,jazz,smooth jazz,"smooth jazz, melancholic atmosphere, featuring saxophone and piano trio","jazz, guitar, bossa nova",chirp-v4-5+,done,f5cf1140-ec2a-46dd-92a6-a893566f8fe9,24874ce1-8b92-48a2-869b-87073558f17c,f7328c2a-591d-4970-a6fb-0edcdf10ca03,https://cdn.ttapi.io/suno/20260525/0a69df7ce3014c2d97abf5c42f78998b.mp3,https://cdn.ttapi.io/suno/20260525/d1237cb0ba114645a7400b2bb75866c0.mp3,audio/jazz/74b663b4-b3cb-4a0f-82a9-c37a723df7c1_1.mp3,audio/jazz/74b663b4-b3cb-4a0f-82a9-c37a723df7c1_2.mp3,jazz,2026-05-25T19:31:46.883253+00:00,2026-05-25T19:33:48.735736+00:00,
f775c436-f618-4270-91e6-466f2bfc28c5,jazz,hard bop,"hard bop jazz, melancholic atmosphere, featuring saxophone and piano trio","jazz, fusion, electric",chirp-v4-5+,done,353d73c6-58c1-4286-9984-59beec556318,cb7955c1-fb19-48d6-9628-e19e2ac3367e,643999ba-7aec-4b52-84bd-49aa23636907,https://cdn.ttapi.io/suno/20260525/e97b789a320d43a28f442464f9dc0c47.mp3,https://cdn.ttapi.io/suno/20260525/e40452c7a5c341238c29d42ad422f47f.mp3,audio/jazz/f775c436-f618-4270-91e6-466f2bfc28c5_1.mp3,audio/jazz/f775c436-f618-4270-91e6-466f2bfc28c5_2.mp3,jazz,2026-05-25T19:31:48.150680+00:00,2026-05-25T19:33:35.640643+00:00,
d08de5af-f8e9-4744-a6b1-2360bf6884e2,jazz,free jazz,"free jazz, melancholic atmosphere, featuring saxophone and piano trio","jazz, saxophone, piano",chirp-v4-5+,done,3728baf9-3fda-4d65-89f3-a182355eb746,1955f307-97ad-4bb1-9559-2d0eb5330b5e,6b23b8b0-1ee4-42c5-9d29-d1a3f2920959,https://cdn.ttapi.io/suno/20260525/841ec828b5964045aed77c978744ddb8.mp3,https://cdn.ttapi.io/suno/20260525/e49a3633a1de4ecc823c5c321534b91d.mp3,audio/jazz/d08de5af-f8e9-4744-a6b1-2360bf6884e2_1.mp3,audio/jazz/d08de5af-f8e9-4744-a6b1-2360bf6884e2_2.mp3,jazz,2026-05-25T19:31:49.428447+00:00,2026-05-25T19:33:35.800513+00:00,
b9a25ae7-1423-481e-aab8-d9bac4c6fe75,jazz,latin jazz,"latin jazz, melancholic atmosphere, featuring saxophone and piano trio","jazz, trumpet, swing",chirp-v4-5+,done,4addf707-93b4-49e4-9d8a-7762d2fac849,72aa4704-b5cc-4bae-9e61-214989ed9085,2d05f5bf-74f5-4722-81fa-6e776a5ddf85,https://cdn.ttapi.io/suno/20260525/67e9248158034be59ba0e59e96180c79.mp3,https://cdn.ttapi.io/suno/20260525/dcbaa6bc2db74cf7a08479aea4d0e1ae.mp3,audio/jazz/b9a25ae7-1423-481e-aab8-d9bac4c6fe75_1.mp3,audio/jazz/b9a25ae7-1423-481e-aab8-d9bac4c6fe75_2.mp3,jazz,2026-05-25T19:31:50.707614+00:00,2026-05-25T19:33:07.651079+00:00,
0fc50e94-e162-497d-aa8c-07a108e437f6,jazz,swing,"swing jazz, melancholic atmosphere, featuring saxophone and piano trio","jazz, bass, drums",chirp-v4-5+,done,c5355470-364f-4b03-bb12-44af0ca6ba54,a4bc7104-c514-4a74-803d-c41ab58a2063,c8088761-107d-4602-b2b1-b28dec91db31,https://cdn.ttapi.io/suno/20260525/2f997fe415e34ab5a01cc1ccfdbe10b7.mp3,https://cdn.ttapi.io/suno/20260525/6a0262eed220451b98ceb9f2407dc224.mp3,audio/jazz/0fc50e94-e162-497d-aa8c-07a108e437f6_1.mp3,audio/jazz/0fc50e94-e162-497d-aa8c-07a108e437f6_2.mp3,jazz,2026-05-25T19:31:52.053270+00:00,2026-05-25T19:33:16.068302+00:00,
3a313187-c671-4421-b41d-4c6e6a29abfe,jazz,modal jazz,"modal jazz, melancholic atmosphere, featuring saxophone and piano trio","jazz, guitar, bossa nova",chirp-v4-5+,done,21fba237-2c29-4619-994b-17f3f9c119d4,7940b413-1982-47b0-bf30-4a50c33a89e5,d66183a2-5212-4380-98d5-5a6244280bd9,https://cdn.ttapi.io/suno/20260525/a8a66dd65a9046d1a73eac70c91b0f52.mp3,https://cdn.ttapi.io/suno/20260525/ec7ec3d6cf464588958c59f54fd36c33.mp3,audio/jazz/3a313187-c671-4421-b41d-4c6e6a29abfe_1.mp3,audio/jazz/3a313187-c671-4421-b41d-4c6e6a29abfe_2.mp3,jazz,2026-05-25T19:31:53.300864+00:00,2026-05-25T19:33:48.897012+00:00,
89844c82-8684-4820-9350-9f849bf460cf,jazz,post-bop,"post-bop jazz, melancholic atmosphere, featuring saxophone and piano trio","jazz, fusion, electric",chirp-v4-5+,done,026c8dad-3890-444d-a6d1-d0ffbca1a223,3ae38b69-5913-443f-8192-623a0659fe50,abfbe69d-6929-47fa-a4f9-94284c094d7c,https://cdn.ttapi.io/suno/20260525/29fabf1e91ce47a3a12f11a179492ed2.mp3,https://cdn.ttapi.io/suno/20260525/993271902f594a779876b59ba55f33f8.mp3,audio/jazz/89844c82-8684-4820-9350-9f849bf460cf_1.mp3,audio/jazz/89844c82-8684-4820-9350-9f849bf460cf_2.mp3,jazz,2026-05-25T19:31:54.551553+00:00,2026-05-25T19:33:42.983738+00:00,
738af8e1-1954-461a-a297-a4ca1855fb4f,jazz,bebop,"bebop jazz, uplifting atmosphere, featuring saxophone and piano trio","jazz, saxophone, piano",chirp-v4-5+,done,cd6d262e-0bbe-4e3b-aa39-070ade23f593,042e0d85-83d8-450a-a4a2-b306dbd946e5,103bdc9c-f210-4ca2-90b6-5aefc8849cb6,https://cdn.ttapi.io/suno/20260525/183482c0222949f7aeda0be8cdfc9623.mp3,https://cdn.ttapi.io/suno/20260525/b749f90d1a174bdcafb3abd3f60b98e6.mp3,audio/jazz/738af8e1-1954-461a-a297-a4ca1855fb4f_1.mp3,audio/jazz/738af8e1-1954-461a-a297-a4ca1855fb4f_2.mp3,jazz,2026-05-25T19:32:50.507867+00:00,2026-05-25T19:34:10.094075+00:00,
64f7dc5b-1bb5-4937-bad0-a1a87c0a447c,jazz,cool jazz,"cool jazz, uplifting atmosphere, featuring saxophone and piano trio","jazz, trumpet, swing",chirp-v4-5+,done,96ceffbe-5867-46f4-877a-d805ea9cfcb4,1b9f9548-33ac-4c88-b661-f54a781bb13d,256dbbdf-8281-4f00-ba96-bb02db774345,https://cdn.ttapi.io/suno/20260525/637f8e9c77354d7fa81b27538eb78912.mp3,https://cdn.ttapi.io/suno/20260525/83ed8667ace74932a3b44331b50e3593.mp3,audio/jazz/64f7dc5b-1bb5-4937-bad0-a1a87c0a447c_1.mp3,audio/jazz/64f7dc5b-1bb5-4937-bad0-a1a87c0a447c_2.mp3,jazz,2026-05-25T19:32:58.356676+00:00,2026-05-25T19:34:10.270845+00:00,
27f37b55-bcb1-4b34-97ef-74bad4d26ef5,jazz,fusion,"fusion jazz, uplifting atmosphere, featuring saxophone and piano trio","jazz, bass, drums",chirp-v4-5+,done,775ac251-6d1a-4a0d-9b80-3a540b093ddc,29f18165-64cf-4e9e-8ac9-a8348bfcacec,89639983-8dfa-41f5-b721-7ac1812b6931,https://cdn.ttapi.io/suno/20260525/2df3ea68bdde4f1c94258be34eb2664b.mp3,https://cdn.ttapi.io/suno/20260525/fc6da4c0c0744463b27fd6ca650734cf.mp3,audio/jazz/27f37b55-bcb1-4b34-97ef-74bad4d26ef5_1.mp3,audio/jazz/27f37b55-bcb1-4b34-97ef-74bad4d26ef5_2.mp3,jazz,2026-05-25T19:33:04.433523+00:00,2026-05-25T19:34:31.291627+00:00,
0db4f367-b6a1-441e-a2f1-609f3b9925a6,jazz,smooth jazz,"smooth jazz, uplifting atmosphere, featuring saxophone and piano trio","jazz, guitar, bossa nova",chirp-v4-5+,done,ea5f2d27-a83e-472f-ad79-900fe765b99c,c7dbcc31-1f4a-469a-a1fc-1c5c23c81ef6,58c851e3-cc2b-4d12-a07c-5905f44f17f2,https://cdn.ttapi.io/suno/20260525/39b5ac47f87d4fa8b995269ed6f404e1.mp3,https://cdn.ttapi.io/suno/20260525/c775546bdc2d417892357cea7420a80f.mp3,audio/jazz/0db4f367-b6a1-441e-a2f1-609f3b9925a6_1.mp3,audio/jazz/0db4f367-b6a1-441e-a2f1-609f3b9925a6_2.mp3,jazz,2026-05-25T19:33:05.699641+00:00,2026-05-25T19:34:31.477105+00:00,
4d2685d0-f6b5-4236-b7c1-6afba2dd92c1,jazz,hard bop,"hard bop jazz, uplifting atmosphere, featuring saxophone and piano trio","jazz, fusion, electric",chirp-v4-5+,done,8949da34-07f2-4486-a283-bb0179820fe4,e960bc8c-3792-4ec9-8646-7dcb19e091f3,cb4a4c84-0c90-4827-b912-cd85e8af3889,https://cdn.ttapi.io/suno/20260525/1e4a6ffe59c94a348e93fddfb9aabd1d.mp3,https://cdn.ttapi.io/suno/20260525/f941babf25254e099b665603d5ea9b6a.mp3,audio/jazz/4d2685d0-f6b5-4236-b7c1-6afba2dd92c1_1.mp3,audio/jazz/4d2685d0-f6b5-4236-b7c1-6afba2dd92c1_2.mp3,jazz,2026-05-25T19:33:11.827762+00:00,2026-05-25T19:34:31.590186+00:00,
778a229d-25f8-4385-bf71-484e9003cd5b,jazz,free jazz,"free jazz, uplifting atmosphere, featuring saxophone and piano trio","jazz, saxophone, piano",chirp-v4-5+,done,2a230eb5-9625-4f66-8861-48990e2fefcd,3b0a319d-c036-4c47-b6f4-656fcc9d72c1,175d28be-8d4b-442d-91ad-7e871c06b142,https://cdn.ttapi.io/suno/20260525/915bed527ce24e0e949ec9df76862884.mp3,https://cdn.ttapi.io/suno/20260525/7ca9af02e15d403589fb64ec586afed9.mp3,audio/jazz/778a229d-25f8-4385-bf71-484e9003cd5b_1.mp3,audio/jazz/778a229d-25f8-4385-bf71-484e9003cd5b_2.mp3,jazz,2026-05-25T19:33:13.064275+00:00,2026-05-25T19:34:31.704078+00:00,
75ff1d86-c154-420e-ae89-89b9d5582d9e,jazz,latin jazz,"latin jazz, uplifting atmosphere, featuring saxophone and piano trio","jazz, trumpet, swing",chirp-v4-5+,done,c6b34389-602f-4071-b32e-ff2b56d83aaf,1b84ffd7-8323-4aa1-8d74-36dde5ed356a,d4c15d80-7b5d-4c4b-b25a-bf8d255a33c2,https://cdn.ttapi.io/suno/20260525/fb95499fd7484868a8b568d726fdbc98.mp3,https://cdn.ttapi.io/suno/20260525/c21e14799c104f6dbc4318d3f07805e4.mp3,audio/jazz/75ff1d86-c154-420e-ae89-89b9d5582d9e_1.mp3,audio/jazz/75ff1d86-c154-420e-ae89-89b9d5582d9e_2.mp3,jazz,2026-05-25T19:33:14.340638+00:00,2026-05-25T19:34:41.278653+00:00,
7866d999-789d-4bf2-9df5-f88e2d308d2b,jazz,swing,"swing jazz, uplifting atmosphere, featuring saxophone and piano trio","jazz, bass, drums",chirp-v4-5+,done,3bdedf18-56a1-40c3-aa9e-9758415c2f7b,385ae78c-bcd6-4398-ba0f-01344b8de884,eeaf4e79-b064-407c-8f46-7033590edbfc,https://cdn.ttapi.io/suno/20260525/985023a4e69d4bcd81f0f765b96145f6.mp3,https://cdn.ttapi.io/suno/20260525/a66219d42eab4c02bc232139950bf8c0.mp3,audio/jazz/7866d999-789d-4bf2-9df5-f88e2d308d2b_1.mp3,audio/jazz/7866d999-789d-4bf2-9df5-f88e2d308d2b_2.mp3,jazz,2026-05-25T19:33:20.812725+00:00,2026-05-25T19:34:53.325909+00:00,
ba0e1cf5-979e-4318-9ecf-eff17aa45dd3,jazz,modal jazz,"modal jazz, uplifting atmosphere, featuring saxophone and piano trio","jazz, guitar, bossa nova",chirp-v4-5+,done,1dc9f4fb-3fb9-476c-bcc5-3e1c36141ebb,19a4e2ed-a74b-4c85-b222-7a08db8913e5,1ef3b23e-766f-438b-af51-44b2f1675eec,https://cdn.ttapi.io/suno/20260525/09c1fbf45d82456bae531e044e38cc0c.mp3,https://cdn.ttapi.io/suno/20260525/db3f1ca741ae4a61ad3a6c9ec4795143.mp3,audio/jazz/ba0e1cf5-979e-4318-9ecf-eff17aa45dd3_1.mp3,audio/jazz/ba0e1cf5-979e-4318-9ecf-eff17aa45dd3_2.mp3,jazz,2026-05-25T19:33:22.135412+00:00,2026-05-25T19:35:02.087048+00:00,
fccbc70f-2a7c-41bd-a0d0-4ca692d32a6a,jazz,post-bop,"post-bop jazz, uplifting atmosphere, featuring saxophone and piano trio","jazz, fusion, electric",chirp-v4-5+,done,04902342-d901-4e5f-aa2c-7404bb708804,d430aaf7-634a-48d8-a168-136926cd043b,0976bea4-f92d-4b85-bfbe-148db1b4639e,https://cdn.ttapi.io/suno/20260525/c5e1be7dbb4843acb04cac6cf99921e3.mp3,https://cdn.ttapi.io/suno/20260525/d3de7be391ed4674969cd60ece20c0d3.mp3,audio/jazz/fccbc70f-2a7c-41bd-a0d0-4ca692d32a6a_1.mp3,audio/jazz/fccbc70f-2a7c-41bd-a0d0-4ca692d32a6a_2.mp3,jazz,2026-05-25T19:33:23.420762+00:00,2026-05-25T19:35:02.260729+00:00,
e79f805f-a3df-430c-851b-549dfeb1f329,jazz,bebop,"bebop jazz, relaxed atmosphere, featuring saxophone and piano trio","jazz, saxophone, piano",chirp-v4-5+,done,0e68501e-dfcd-4173-982b-524afdffa448,4f461c8b-6817-41a6-a293-e012469a8fb4,c3c06de1-56f0-4399-bcb0-d2c46a2aa486,https://cdn.ttapi.io/suno/20260525/ce754f349f22497a8e4bacf04b2a5b50.mp3,https://cdn.ttapi.io/suno/20260525/43b90f24401243aeb92b9ee5c1de76ab.mp3,audio/jazz/e79f805f-a3df-430c-851b-549dfeb1f329_1.mp3,audio/jazz/e79f805f-a3df-430c-851b-549dfeb1f329_2.mp3,jazz,2026-05-25T19:33:24.704009+00:00,2026-05-25T19:34:47.536873+00:00,
4bd5e06c-1c20-4a54-86ea-7f4efe7048a0,jazz,cool jazz,"cool jazz, relaxed atmosphere, featuring saxophone and piano trio","jazz, trumpet, swing",chirp-v4-5+,done,5bca35d5-b8b2-4cc6-9b78-2f30a9f5578c,091bd7ee-e1e2-40cb-98f5-482972f5a22f,61940739-0602-4791-a35d-79bba6aae1c4,https://cdn.ttapi.io/suno/20260525/2c1a988c01b04dff938e136e47e7685b.mp3,https://cdn.ttapi.io/suno/20260525/e4c1de3314cc44088120473d88717061.mp3,audio/jazz/4bd5e06c-1c20-4a54-86ea-7f4efe7048a0_1.mp3,audio/jazz/4bd5e06c-1c20-4a54-86ea-7f4efe7048a0_2.mp3,jazz,2026-05-25T19:33:30.932808+00:00,2026-05-25T19:35:09.656846+00:00,
0de273e9-e6b1-420d-9604-233174940117,jazz,fusion,"fusion jazz, relaxed atmosphere, featuring saxophone and piano trio","jazz, bass, drums",chirp-v4-5+,done,59bdceb2-4c77-4a06-8a93-6501e4a53ad0,2512c3b7-c920-44e8-b97a-a3df7ea00eb0,4f0810c8-b60a-432c-bb44-a4d521b381a5,https://cdn.ttapi.io/suno/20260525/a6e8b2741b354c2bb90dc43cf1fecc1d.mp3,https://cdn.ttapi.io/suno/20260525/e02856effbb849b99a20cf0af4f0ea00.mp3,audio/jazz/0de273e9-e6b1-420d-9604-233174940117_1.mp3,audio/jazz/0de273e9-e6b1-420d-9604-233174940117_2.mp3,jazz,2026-05-25T19:33:32.234254+00:00,2026-05-25T19:34:53.783184+00:00,
560dd7db-3426-426f-a608-fe118694395d,jazz,smooth jazz,"smooth jazz, relaxed atmosphere, featuring saxophone and piano trio","jazz, guitar, bossa nova",chirp-v4-5+,done,53167dfb-917e-46ed-837b-d5228fca1940,e8302667-40a1-4957-84fc-565e9b886536,5e61ad41-4ee4-46d1-81ae-0293b2d7a162,https://cdn.ttapi.io/suno/20260525/c9d6032f1f024167b50c0eb3933546ca.mp3,https://cdn.ttapi.io/suno/20260525/edf585e654d74babbdb2f87f78e688f9.mp3,audio/jazz/560dd7db-3426-426f-a608-fe118694395d_1.mp3,audio/jazz/560dd7db-3426-426f-a608-fe118694395d_2.mp3,jazz,2026-05-25T19:33:33.530007+00:00,2026-05-25T19:34:53.937178+00:00,
ecba9831-d20c-4af9-b7b6-14d3a68b2025,jazz,hard bop,"hard bop jazz, relaxed atmosphere, featuring saxophone and piano trio","jazz, fusion, electric",chirp-v4-5+,done,e6ede1c2-20cc-48ff-b565-ee3af5e8a226,5ad39422-018a-49a9-89b0-9a743a54664f,1f3f3cf2-bdb0-46ab-9131-828c1a2d9c64,https://cdn.ttapi.io/suno/20260525/4e29ff3cd0694c3ab677da33c6c5f5c1.mp3,https://cdn.ttapi.io/suno/20260525/654a54dd33c94f7692735ac382fa39aa.mp3,audio/jazz/ecba9831-d20c-4af9-b7b6-14d3a68b2025_1.mp3,audio/jazz/ecba9831-d20c-4af9-b7b6-14d3a68b2025_2.mp3,jazz,2026-05-25T19:33:34.820831+00:00,2026-05-25T19:35:41.071528+00:00,
